idxcell,idycell,idzcell,Tref
1,194,1,300.0
1,195,1,300.0
1,196,1,300.0
1,197,1,300.0
1,198,1,300.0
1,199,1,300.0
1,200,1,300.0
1,201,1,300.0
1,202,1,300.0
1,203,1,300.0
1,204,1,300.0
1,205,1,300.0
1,206,1,300.0
1,207,1,300.0
1,208,1,300.0
1,209,1,300.0
1,210,1,300.0
1,211,1,300.0
1,212,1,300.0
1,213,1,300.0
1,214,1,300.0
1,215,1,300.0
1,216,1,300.0
1,217,1,300.0
1,218,1,300.0
1,219,1,300.0
1,220,1,300.0
1,221,1,300.0
1,222,1,300.0
1,223,1,300.0
1,224,1,300.0
1,225,1,300.0
1,226,1,300.0
1,227,1,300.0
1,228,1,300.0
1,229,1,300.0
1,230,1,300.0
1,231,1,300.0
1,232,1,300.0
1,233,1,300.0
1,234,1,300.0
1,235,1,300.0
1,236,1,300.0
1,237,1,300.0
1,238,1,300.0
1,239,1,300.0
1,240,1,300.0
1,241,1,300.0
1,242,1,300.0
1,243,1,300.0
1,244,1,300.0
1,245,1,300.0
1,246,1,300.0
1,247,1,300.0
1,248,1,300.0
1,249,1,300.0
1,250,1,300.0
1,251,1,300.0
1,252,1,300.0
1,253,1,300.0
1,254,1,300.0
1,255,1,300.0
1,256,1,300.0
1,257,1,300.0
1,258,1,300.0
1,259,1,300.0
1,260,1,300.0
1,261,1,300.0
1,262,1,300.0
1,263,1,300.0
1,264,1,300.0
1,265,1,300.0
1,266,1,300.0
1,267,1,300.0
1,268,1,300.0
1,269,1,300.0
1,270,1,300.0
1,271,1,300.0
1,272,1,300.0
1,273,1,300.0
1,274,1,300.0
1,275,1,300.0
1,276,1,300.0
1,277,1,300.0
1,278,1,300.0
1,279,1,300.0
1,280,1,300.0
1,281,1,300.0
1,282,1,300.0
1,283,1,300.0
1,284,1,300.0
1,285,1,300.0
1,286,1,300.0
1,287,1,300.0
1,288,1,300.0
1,289,1,300.0
1,290,1,300.0
1,291,1,300.0
1,292,1,300.0
1,293,1,300.0
1,294,1,300.0
1,295,1,300.0
1,296,1,300.0
1,297,1,300.0
1,298,1,300.0
1,299,1,300.0
1,300,1,300.0
1,301,1,300.0
1,302,1,300.0
1,303,1,300.0
1,304,1,300.0
1,305,1,300.0
1,306,1,300.0
1,307,1,300.0
1,308,1,300.0
1,309,1,300.0
1,310,1,300.0
1,311,1,300.0
1,312,1,300.0
1,313,1,300.0
1,314,1,300.0
1,315,1,300.0
1,316,1,300.0
1,317,1,300.0
1,318,1,300.0
1,319,1,300.0
1,320,1,300.0
1,321,1,300.0
1,322,1,300.0
1,323,1,300.0
1,324,1,300.0
1,325,1,300.0
1,326,1,300.0
1,327,1,300.0
1,328,1,300.0
1,329,1,300.0
1,330,1,300.0
1,331,1,300.0
1,332,1,300.0
1,333,1,300.0
1,334,1,300.0
1,335,1,300.0
1,336,1,300.0
1,337,1,300.0
1,338,1,300.0
1,339,1,300.0
1,340,1,300.0
1,341,1,300.0
1,342,1,300.0
1,343,1,300.0
1,344,1,300.0
1,345,1,300.0
1,346,1,300.0
1,347,1,300.0
1,348,1,300.0
1,349,1,300.0
1,350,1,300.0
1,351,1,300.0
1,352,1,300.0
1,353,1,300.0
1,354,1,300.0
1,355,1,300.0
1,356,1,300.0
1,357,1,300.0
1,358,1,300.0
1,359,1,300.0
1,360,1,300.0
1,361,1,300.0
1,362,1,300.0
1,363,1,300.0
1,364,1,300.0
1,365,1,300.0
1,366,1,300.0
1,367,1,300.0
1,368,1,300.0
1,369,1,300.0
1,370,1,300.0
1,371,1,300.0
1,372,1,300.0
1,373,1,300.0
1,374,1,300.0
1,375,1,300.0
1,376,1,300.0
1,377,1,300.0
1,378,1,300.0
1,379,1,300.0
1,380,1,300.0
1,381,1,300.0
1,382,1,300.0
1,383,1,300.0
1,384,1,300.0
1,385,1,300.0
1,386,1,300.0
1,387,1,300.0
1,388,1,300.0
1,389,1,300.0
1,390,1,300.0
1,391,1,300.0
1,392,1,300.0
1,393,1,300.0
1,394,1,300.0
1,395,1,300.0
1,396,1,300.0
1,397,1,300.0
1,398,1,300.0
1,399,1,300.0
1,400,1,300.0
1,401,1,300.0
1,402,1,300.0
1,403,1,300.0
1,404,1,300.0
1,405,1,300.0
1,406,1,300.0
1,407,1,300.0
1,408,1,300.0
1,409,1,300.0
1,410,1,300.0
1,411,1,300.0
1,412,1,300.0
1,413,1,300.0
1,414,1,300.0
1,415,1,300.0
1,416,1,300.0
1,417,1,300.0
1,418,1,300.0
1,419,1,300.0
1,420,1,300.0
1,421,1,300.0
1,422,1,300.0
1,423,1,300.0
1,424,1,300.0
1,425,1,300.0
1,426,1,300.0
1,427,1,300.0
1,428,1,300.0
1,429,1,300.0
1,430,1,300.0
1,431,1,300.0
1,432,1,300.0
1,433,1,300.0
1,434,1,300.0
1,435,1,300.0
1,436,1,300.0
1,437,1,300.0
1,438,1,300.0
1,439,1,300.0
1,440,1,300.0
1,441,1,300.0
1,442,1,300.0
1,443,1,300.0
1,444,1,300.0
1,445,1,300.0
1,446,1,300.0
1,447,1,300.0
1,448,1,300.0
1,449,1,300.0
1,450,1,300.0
1,451,1,300.0
1,452,1,300.0
1,453,1,300.0
1,454,1,300.0
1,455,1,300.0
1,456,1,300.0
1,457,1,300.0
1,458,1,300.0
1,459,1,300.0
1,460,1,300.0
1,461,1,300.0
1,462,1,300.0
1,463,1,300.0
1,464,1,300.0
1,465,1,300.0
1,466,1,300.0
1,467,1,300.0
1,468,1,300.0
1,469,1,300.0
1,470,1,300.0
1,471,1,300.0
1,472,1,300.0
1,473,1,300.0
1,474,1,300.0
1,475,1,300.0
1,476,1,300.0
1,477,1,300.0
1,478,1,300.0
1,479,1,300.0
1,480,1,300.0
1,481,1,300.0
1,482,1,300.0
1,483,1,300.0
1,484,1,300.0
1,485,1,300.0
1,486,1,300.0
1,487,1,300.0
1,488,1,300.0
1,489,1,300.0
1,490,1,300.0
1,491,1,300.0
1,492,1,300.0
1,493,1,300.0
1,494,1,300.0
1,495,1,300.0
1,496,1,300.0
1,497,1,300.0
1,498,1,300.0
1,499,1,300.0
1,500,1,300.0
1,501,1,300.0
1,502,1,300.0
1,503,1,300.0
1,504,1,300.0
1,505,1,300.0
1,506,1,300.0
1,507,1,300.0
1,508,1,300.0
1,509,1,300.0
1,510,1,300.0
1,511,1,300.0
1,512,1,300.0
1,513,1,300.0
1,514,1,300.0
1,515,1,300.0
1,516,1,300.0
1,517,1,300.0
1,518,1,300.0
1,519,1,300.0
1,520,1,300.0
1,521,1,300.0
1,522,1,300.0
1,523,1,300.0
1,524,1,300.0
1,525,1,300.0
1,526,1,300.0
1,527,1,300.0
1,528,1,300.0
1,529,1,300.0
1,530,1,300.0
1,531,1,300.0
1,532,1,300.0
1,533,1,300.0
1,534,1,300.0
1,535,1,300.0
1,536,1,300.0
1,537,1,300.0
1,538,1,300.0
1,539,1,300.0
1,540,1,300.0
1,541,1,300.0
1,542,1,300.0
1,543,1,300.0
1,544,1,300.0
1,545,1,300.0
1,546,1,300.0
1,547,1,300.0
1,548,1,300.0
1,549,1,300.0
1,550,1,300.0
1,551,1,300.0
1,552,1,300.0
1,553,1,300.0
1,554,1,300.0
1,555,1,300.0
1,556,1,300.0
1,557,1,300.0
1,558,1,300.0
1,559,1,300.0
1,560,1,300.0
1,561,1,300.0
1,562,1,300.0
1,563,1,300.0
1,564,1,300.0
1,565,1,300.0
1,566,1,300.0
1,567,1,300.0
1,568,1,300.0
1,569,1,300.0
1,570,1,300.0
1,571,1,300.0
1,572,1,300.0
1,573,1,300.0
1,574,1,300.0
1,575,1,300.0
1,576,1,300.0
1,577,1,300.0
1,578,1,300.0
1,579,1,300.0
1,580,1,300.0
